Device ID,Data type,Timestamp,Location,Value,Trust,Output 
1234568897,Traffic camera data,10/26/2023 18:05,"37.7833,-122.4167",94 mph,0.7,1
1234568898,Sensor data,10/26/2023 10:07,"37.7833,-122.4167",Black car running red light,0.7,1
1234568899,Traffic camera data,10/26/2023 2:19,"37.7833,-122.4167",27 mph,0.6,1
1234568900,Traffic camera data,10/26/2023 1:50,"37.7833,-122.4167",126 passengers,0,0
1234568901,Sensor data,10/26/2023 9:45,"37.7833,-122.4167",Bridge closure due to construction,0.5,1
1234568902,Infrastructure data,10/26/2023 6:15,"37.7833,-122.4167",Bridge closure due to construction,0,0
1234568903,Traffic camera data,10/26/2023 9:14,"37.7833,-122.4167",Black car running red light,0.5,1
1234568904,Sensor data,10/26/2023 0:15,"37.7833,-122.4167",45 mph,0.4,0
1234568905,Infrastructure data,10/26/2023 20:59,"37.7833,-122.4167",Black car running red light,0.7,1
1234568906,Sensor data,10/26/2023 10:58,"37.7833,-122.4167",11 mph,0.6,1
1234568907,Infrastructure data,10/26/2023 5:29,"37.7833,-122.4167",Black car running red light,0.6,1
1234568908,Infrastructure data,10/26/2023 18:58,"37.7833,-122.4167",157 passengers,0.8,1
1234568909,GPS data,10/26/2023 18:00,"37.7833,-122.4167",160 passengers,0.4,0
1234568910,Traffic camera data,10/26/2023 3:53,"37.7833,-122.4167",Bridge closure due to construction,0.7,1
1234568911,Sensor data,10/26/2023 23:38,"37.7833,-122.4167",Black car running red light,0,0
1234568912,GPS data,10/26/2023 23:08,"37.7833,-122.4167",Bridge closure due to construction,0.2,0
1234568913,Infrastructure data,10/26/2023 3:58,"37.7833,-122.4167",23 mph,0.9,1
1234568914,Traffic camera data,10/26/2023 14:21,"37.7833,-122.4167",167 passengers,0.6,1
1234568915,Sensor data,10/26/2023 23:24,"37.7833,-122.4167",Black car running red light,0.2,0
1234568916,GPS data,10/26/2023 13:39,"37.7833,-122.4167",171 passengers,0.8,1
1234568917,GPS data,10/26/2023 23:10,"37.7833,-122.4167",Bridge closure due to construction,0.2,0
1234568918,Traffic camera data,10/26/2023 21:29,"37.7833,-122.4167",82 passengers,0.2,0
1234568919,Sensor data,10/26/2023 12:30,"37.7833,-122.4167",101 passengers,0.5,1
1234568920,Infrastructure data,10/26/2023 11:32,"37.7833,-122.4167",14 mph,0.4,0
1234568921,GPS data,10/26/2023 7:10,"37.7833,-122.4167",Bridge closure due to construction,0.9,1
1234568922,Traffic camera data,10/26/2023 21:15,"37.7833,-122.4167",Bridge closure due to construction,1,1
1234568923,Traffic camera data,10/26/2023 13:56,"37.7833,-122.4167",Bridge closure due to construction,0.1,0
1234568924,Sensor data,10/26/2023 0:56,"37.7833,-122.4167",117 passengers,0.6,1
1234568925,Traffic camera data,10/26/2023 19:31,"37.7833,-122.4167",Bridge closure due to construction,0.9,1
1234568926,Sensor data,10/26/2023 10:54,"37.7833,-122.4167",Black car running red light,0.9,1
1234568927,Infrastructure data,10/26/2023 5:32,"37.7833,-122.4167",Bridge closure due to construction,1,1
1234568928,GPS data,10/26/2023 11:35,"37.7833,-122.4167",106 passengers,0.1,0
1234568929,GPS data,10/26/2023 19:47,"37.7833,-122.4167",Black car running red light,0.4,0
1234568930,Infrastructure data,10/26/2023 22:20,"37.7833,-122.4167",Bridge closure due to construction,0.8,1
1234568931,Infrastructure data,10/26/2023 15:04,"37.7833,-122.4167",Bridge closure due to construction,0.8,1
1234568932,GPS data,10/26/2023 4:22,"37.7833,-122.4167",73 mph,0.6,1
1234568933,Infrastructure data,10/26/2023 2:23,"37.7833,-122.4167",65 mph,0.5,1
1234568934,Sensor data,10/26/2023 10:08,"37.7833,-122.4167",Black car running red light,0.4,0
1234568935,GPS data,10/26/2023 10:47,"37.7833,-122.4167",80 mph,0.9,1
1234568936,Traffic camera data,10/26/2023 18:31,"37.7833,-122.4167",Black car running red light,0.1,0
1234568937,Traffic camera data,10/26/2023 21:04,"37.7833,-122.4167",142 passengers,0.8,1
1234568938,GPS data,10/26/2023 14:02,"37.7833,-122.4167",54 mph,0.9,1
1234568939,Sensor data,10/26/2023 17:05,"37.7833,-122.4167",Bridge closure due to construction,0.5,1
1234568940,Traffic camera data,10/26/2023 9:14,"37.7833,-122.4167",Bridge closure due to construction,1,1
1234568941,Sensor data,10/26/2023 14:02,"37.7833,-122.4167",Bridge closure due to construction,0.8,1
1234568942,GPS data,10/26/2023 21:36,"37.7833,-122.4167",14 mph,0.2,0
1234568943,Infrastructure data,10/26/2023 19:48,"37.7833,-122.4167",167 passengers,0.8,1
1234568944,Traffic camera data,10/26/2023 17:19,"37.7833,-122.4167",29 mph,0.7,1
1234568945,Traffic camera data,10/26/2023 22:14,"37.7833,-122.4167",22 mph,0.7,1
1234568946,Traffic camera data,10/26/2023 6:03,"37.7833,-122.4167",92 mph,0,0
1234568947,Infrastructure data,10/26/2023 22:26,"37.7833,-122.4167",173 passengers,0.7,1
1234568948,Sensor data,10/26/2023 18:51,"37.7833,-122.4167",Black car running red light,0.6,1
1234568949,GPS data,10/26/2023 5:23,"37.7833,-122.4167",Black car running red light,0.2,0
1234568950,Traffic camera data,10/26/2023 20:50,"37.7833,-122.4167",Black car running red light,0.4,0
1234568951,Sensor data,10/26/2023 23:12,"37.7833,-122.4167",Bridge closure due to construction,0.8,1
1234568952,Infrastructure data,10/26/2023 11:31,"37.7833,-122.4167",85 passengers,0.9,1
1234568953,GPS data,10/26/2023 17:12,"37.7833,-122.4167",Bridge closure due to construction,0.1,0
1234568954,GPS data,10/26/2023 16:20,"37.7833,-122.4167",76 mph,0.4,0
1234568955,Sensor data,10/26/2023 17:18,"37.7833,-122.4167",Bridge closure due to construction,0.9,1
1234568956,Infrastructure data,10/26/2023 23:49,"37.7833,-122.4167",Bridge closure due to construction,0.9,1
1234568957,GPS data,10/26/2023 15:35,"37.7833,-122.4167",150 passengers,0.8,1
1234568958,GPS data,10/26/2023 7:31,"37.7833,-122.4167",Bridge closure due to construction,1,1
1234568959,Sensor data,10/26/2023 13:03,"37.7833,-122.4167",Bridge closure due to construction,0.8,1
1234568960,GPS data,10/26/2023 20:23,"37.7833,-122.4167",62 mph,0.9,1
1234568961,Infrastructure data,10/26/2023 4:49,"37.7833,-122.4167",117 passengers,0.7,1
1234568962,Infrastructure data,10/26/2023 21:25,"37.7833,-122.4167",39 mph,0.1,0
1234568963,Infrastructure data,10/26/2023 23:30,"37.7833,-122.4167",86 mph,0.6,1
1234568964,GPS data,10/26/2023 18:11,"37.7833,-122.4167",16 mph,0.2,0
1234568965,Infrastructure data,10/26/2023 11:02,"37.7833,-122.4167",62 mph,0.8,1
1234568966,Infrastructure data,10/26/2023 0:13,"37.7833,-122.4167",53 passengers,0.6,1
1234568967,Infrastructure data,10/26/2023 2:32,"37.7833,-122.4167",Black car running red light,0.2,0
1234568968,Sensor data,10/26/2023 16:20,"37.7833,-122.4167",Black car running red light,0.5,1
1234568969,Sensor data,10/26/2023 22:19,"37.7833,-122.4167",79 mph,0.1,0
1234568970,GPS data,10/26/2023 23:15,"37.7833,-122.4167",105 passengers,0.7,1
1234568971,Sensor data,10/26/2023 3:48,"37.7833,-122.4167",100 mph,0.7,1
1234568972,Traffic camera data,10/26/2023 10:52,"37.7833,-122.4167",Bridge closure due to construction,0.9,1
1234568973,Traffic camera data,10/26/2023 9:10,"37.7833,-122.4167",Bridge closure due to construction,0.7,1
1234568974,GPS data,10/26/2023 21:37,"37.7833,-122.4167",Black car running red light,0.9,1
1234568975,Sensor data,10/26/2023 10:38,"37.7833,-122.4167",Bridge closure due to construction,0.1,0
1234568976,Sensor data,10/26/2023 3:12,"37.7833,-122.4167",196 passengers,0.4,0
1234568977,Sensor data,10/26/2023 10:29,"37.7833,-122.4167",Black car running red light,0.7,1
1234568978,GPS data,10/26/2023 14:02,"37.7833,-122.4167",126 passengers,0.4,0
1234568979,Traffic camera data,10/26/2023 13:17,"37.7833,-122.4167",Bridge closure due to construction,0.4,0
1234568980,GPS data,10/26/2023 16:15,"37.7833,-122.4167",132 passengers,0.9,1
1234568981,GPS data,10/26/2023 7:16,"37.7833,-122.4167",Bridge closure due to construction,0.8,1
1234568982,Sensor data,10/26/2023 5:58,"37.7833,-122.4167",Bridge closure due to construction,0.4,0
1234568983,Traffic camera data,10/26/2023 5:11,"37.7833,-122.4167",Bridge closure due to construction,0.8,1
1234568984,Traffic camera data,10/26/2023 18:28,"37.7833,-122.4167",Black car running red light,0.1,0
1234568985,Infrastructure data,10/26/2023 17:48,"37.7833,-122.4167",Bridge closure due to construction,1,1
1234568986,Infrastructure data,10/26/2023 20:39,"37.7833,-122.4167",Bridge closure due to construction,0.4,0
1234568987,Infrastructure data,10/26/2023 12:54,"37.7833,-122.4167",Black car running red light,0.7,1
1234568988,Sensor data,10/26/2023 21:13,"37.7833,-122.4167",Bridge closure due to construction,1,1
1234568989,GPS data,10/26/2023 22:51,"37.7833,-122.4167",Black car running red light,0.1,0
1234568990,Infrastructure data,10/26/2023 21:26,"37.7833,-122.4167",Bridge closure due to construction,0.7,1
1234568991,Sensor data,10/26/2023 4:09,"37.7833,-122.4167",Bridge closure due to construction,0.4,0
1234568992,GPS data,10/26/2023 3:41,"37.7833,-122.4167",73 passengers,0.5,1
1234568993,GPS data,10/26/2023 11:55,"37.7833,-122.4167",Black car running red light,0.3,0
1234568994,GPS data,10/26/2023 10:13,"37.7833,-122.4167",164 passengers,0.3,0
1234568995,GPS data,10/26/2023 7:28,"37.7833,-122.4167",Bridge closure due to construction,0.3,0
1234568996,Traffic camera data,10/26/2023 12:33,"37.7833,-122.4167",136 passengers,1,1
1234568997,Sensor data,10/26/2023 16:42,"37.7833,-122.4167",Bridge closure due to construction,0.3,0
1234568998,Infrastructure data,10/26/2023 1:50,"37.7833,-122.4167",Black car running red light,0.1,0
1234568999,Infrastructure data,10/26/2023 20:45,"37.7833,-122.4167",Bridge closure due to construction,0.3,0
1234569000,Traffic camera data,10/26/2023 0:24,"37.7833,-122.4167",29 passengers,0.6,1
1234569001,Sensor data,10/26/2023 13:09,"37.7833,-122.4167",Bridge closure due to construction,0.4,0
1234569002,Traffic camera data,10/26/2023 11:42,"37.7833,-122.4167",Black car running red light,0.2,0
1234569003,Infrastructure data,10/26/2023 23:12,"37.7833,-122.4167",8 mph,0.4,0
1234569004,Infrastructure data,10/26/2023 11:23,"37.7833,-122.4167",194 passengers,0.1,0
1234569005,Infrastructure data,10/26/2023 2:37,"37.7833,-122.4167",97 passengers,0.8,1
1234569006,GPS data,10/26/2023 0:27,"37.7833,-122.4167",42 mph,0.3,0
1234569007,GPS data,10/26/2023 22:01,"37.7833,-122.4167",196 passengers,0.3,0
1234569008,Traffic camera data,10/26/2023 21:19,"37.7833,-122.4167",Black car running red light,0.5,1
1234569009,Traffic camera data,10/26/2023 1:32,"37.7833,-122.4167",62 passengers,0.1,0
1234569010,Traffic camera data,10/26/2023 20:42,"37.7833,-122.4167",Bridge closure due to construction,0.9,1
1234569011,Infrastructure data,10/26/2023 20:56,"37.7833,-122.4167",26 passengers,0.5,1
1234569012,GPS data,10/26/2023 1:46,"37.7833,-122.4167",Bridge closure due to construction,0.5,1
1234569013,Infrastructure data,10/26/2023 14:25,"37.7833,-122.4167",Black car running red light,1,1
1234569014,GPS data,10/26/2023 1:25,"37.7833,-122.4167",Bridge closure due to construction,0.6,1
1234569015,GPS data,10/26/2023 20:59,"37.7833,-122.4167",Bridge closure due to construction,0.3,0
1234569016,Infrastructure data,10/26/2023 19:28,"37.7833,-122.4167",Black car running red light,0.3,0
1234569017,Sensor data,10/26/2023 7:14,"37.7833,-122.4167",Bridge closure due to construction,0.1,0
1234569018,GPS data,10/26/2023 9:23,"37.7833,-122.4167",78 mph,0.2,0
1234569019,Infrastructure data,10/26/2023 21:26,"37.7833,-122.4167",119 passengers,0.2,0
1234569020,Traffic camera data,10/26/2023 20:38,"37.7833,-122.4167",Black car running red light,0.5,1
1234569021,Infrastructure data,10/26/2023 0:14,"37.7833,-122.4167",Black car running red light,0.9,1
1234569022,GPS data,10/26/2023 21:53,"37.7833,-122.4167",Black car running red light,0.2,0
1234569023,Traffic camera data,10/26/2023 12:31,"37.7833,-122.4167",Bridge closure due to construction,0.4,0
1234569024,GPS data,10/26/2023 12:00,"37.7833,-122.4167",37 mph,0.3,0
1234569025,GPS data,10/26/2023 2:40,"37.7833,-122.4167",Bridge closure due to construction,0.7,1
1234569026,GPS data,10/26/2023 19:08,"37.7833,-122.4167",Bridge closure due to construction,0.5,1
1234569027,Infrastructure data,10/26/2023 7:11,"37.7833,-122.4167",25 mph,0.9,1
1234569028,GPS data,10/26/2023 19:01,"37.7833,-122.4167",Bridge closure due to construction,0.3,0
1234569029,GPS data,10/26/2023 0:23,"37.7833,-122.4167",Bridge closure due to construction,0.2,0
1234569030,Infrastructure data,10/26/2023 12:14,"37.7833,-122.4167",136 passengers,0.2,0
1234569031,GPS data,10/26/2023 23:08,"37.7833,-122.4167",Bridge closure due to construction,0.6,1
1234569032,Sensor data,10/26/2023 0:15,"37.7833,-122.4167",Bridge closure due to construction,0.4,0
1234569033,Infrastructure data,10/26/2023 0:13,"37.7833,-122.4167",Bridge closure due to construction,0.8,1
1234569034,Sensor data,10/26/2023 2:10,"37.7833,-122.4167",63 mph,0.8,1
1234569035,Traffic camera data,10/26/2023 0:56,"37.7833,-122.4167",165 passengers,0.8,1
1234569036,Traffic camera data,10/26/2023 6:03,"37.7833,-122.4167",90 passengers,0.8,1
1234569037,Traffic camera data,10/26/2023 22:54,"37.7833,-122.4167",Bridge closure due to construction,0.4,0
1234569038,Infrastructure data,10/26/2023 1:32,"37.7833,-122.4167",Black car running red light,0.7,1
1234569039,Sensor data,10/26/2023 19:10,"37.7833,-122.4167",58 mph,0.6,1
1234569040,GPS data,10/26/2023 19:13,"37.7833,-122.4167",Black car running red light,0.5,1
1234569041,GPS data,10/26/2023 10:56,"37.7833,-122.4167",137 passengers,0.4,0
1234569042,Traffic camera data,10/26/2023 0:52,"37.7833,-122.4167",70 mph,0.2,0
1234569043,Traffic camera data,10/26/2023 3:42,"37.7833,-122.4167",184 passengers,0.7,1
1234569044,GPS data,10/26/2023 4:34,"37.7833,-122.4167",Black car running red light,0.6,1
1234569045,GPS data,10/26/2023 10:33,"37.7833,-122.4167",67 mph,0.7,1
1234569046,Sensor data,10/26/2023 20:01,"37.7833,-122.4167",Bridge closure due to construction,0.2,0
1234569047,Infrastructure data,10/26/2023 20:03,"37.7833,-122.4167",88 passengers,0.5,1
1234569048,GPS data,10/26/2023 5:57,"37.7833,-122.4167",52 mph,0.5,1
1234569049,Sensor data,10/26/2023 0:44,"37.7833,-122.4167",Black car running red light,0.5,1
1234569050,Sensor data,10/26/2023 18:48,"37.7833,-122.4167",74 mph,0.5,1
1234569051,Traffic camera data,10/26/2023 2:24,"37.7833,-122.4167",Bridge closure due to construction,0.7,1
1234569052,Traffic camera data,10/26/2023 4:51,"37.7833,-122.4167",53 mph,0.8,1
1234569053,GPS data,10/26/2023 12:50,"37.7833,-122.4167",Black car running red light,1,1
1234569054,Infrastructure data,10/26/2023 8:43,"37.7833,-122.4167",99 mph,0.7,1
1234569055,Infrastructure data,10/26/2023 23:47,"37.7833,-122.4167",Black car running red light,0.6,1
1234569056,GPS data,10/26/2023 8:54,"37.7833,-122.4167",41 passengers,0.6,1
1234569057,Infrastructure data,10/26/2023 1:58,"37.7833,-122.4167",90 mph,0.1,0
1234569058,Sensor data,10/26/2023 5:49,"37.7833,-122.4167",Black car running red light,0.4,0
1234569059,Sensor data,10/26/2023 3:08,"37.7833,-122.4167",Bridge closure due to construction,1,1
1234569060,Infrastructure data,10/26/2023 14:11,"37.7833,-122.4167",142 passengers,0.2,0
1234569061,GPS data,10/26/2023 11:03,"37.7833,-122.4167",Black car running red light,0.2,0
1234569062,Sensor data,10/26/2023 2:38,"37.7833,-122.4167",Black car running red light,0.2,0
1234569063,Traffic camera data,10/26/2023 0:38,"37.7833,-122.4167",4 mph,1,1
1234569064,Infrastructure data,10/26/2023 13:32,"37.7833,-122.4167",Black car running red light,0.4,0
1234569065,Traffic camera data,10/26/2023 20:47,"37.7833,-122.4167",69 mph,0.6,1
1234569066,Infrastructure data,10/26/2023 0:53,"37.7833,-122.4167",44 mph,0.5,1
1234569067,Traffic camera data,10/26/2023 9:08,"37.7833,-122.4167",165 passengers,0.7,1
1234569068,Sensor data,10/26/2023 2:12,"37.7833,-122.4167",9 mph,0.8,1
1234569069,Sensor data,10/26/2023 22:30,"37.7833,-122.4167",Black car running red light,0.8,1
1234569070,Traffic camera data,10/26/2023 14:04,"37.7833,-122.4167",Black car running red light,0.7,1
1234569071,Infrastructure data,10/26/2023 22:43,"37.7833,-122.4167",Bridge closure due to construction,0,0
1234569072,GPS data,10/26/2023 20:20,"37.7833,-122.4167",3 mph,1,1
1234569073,GPS data,10/26/2023 2:49,"37.7833,-122.4167",Black car running red light,0.5,1
1234569074,GPS data,10/26/2023 20:35,"37.7833,-122.4167",Bridge closure due to construction,1,1
1234569075,Sensor data,10/26/2023 1:03,"37.7833,-122.4167",97 passengers,0.3,0
1234569076,Sensor data,10/26/2023 16:28,"37.7833,-122.4167",84 mph,0.7,1
1234569077,GPS data,10/26/2023 11:23,"37.7833,-122.4167",Bridge closure due to construction,0.7,1
1234569078,Sensor data,10/26/2023 10:00,"37.7833,-122.4167",Black car running red light,0.6,1
1234569079,GPS data,10/26/2023 11:29,"37.7833,-122.4167",29 mph,0.5,1
1234569080,Infrastructure data,10/26/2023 9:00,"37.7833,-122.4167",84 passengers,1,1
1234569081,GPS data,10/26/2023 23:18,"37.7833,-122.4167",Bridge closure due to construction,0.4,0
1234569082,Traffic camera data,10/26/2023 8:11,"37.7833,-122.4167",Black car running red light,0.4,0
1234569083,GPS data,10/26/2023 19:29,"37.7833,-122.4167",51 passengers,0.4,0
1234569084,GPS data,10/26/2023 16:18,"37.7833,-122.4167",108 passengers,0.6,1
1234569085,GPS data,10/26/2023 7:05,"37.7833,-122.4167",64 mph,0.7,1
1234569086,GPS data,10/26/2023 22:05,"37.7833,-122.4167",Bridge closure due to construction,0.8,1
1234569087,Sensor data,10/26/2023 11:31,"37.7833,-122.4167",89 mph,0.4,0
1234569088,Traffic camera data,10/26/2023 21:32,"37.7833,-122.4167",103 passengers,0.2,0
1234569089,GPS data,10/26/2023 22:32,"37.7833,-122.4167",Bridge closure due to construction,0.2,0
1234569090,Infrastructure data,10/26/2023 15:35,"37.7833,-122.4167",Bridge closure due to construction,0,0
1234569091,Sensor data,10/26/2023 8:59,"37.7833,-122.4167",Black car running red light,1,1
1234569092,GPS data,10/26/2023 7:54,"37.7833,-122.4167",Black car running red light,0.1,0
1234569093,Infrastructure data,10/26/2023 18:10,"37.7833,-122.4167",Black car running red light,0.9,1
1234569094,Infrastructure data,10/26/2023 1:06,"37.7833,-122.4167",Bridge closure due to construction,0.1,0
1234569095,Sensor data,10/26/2023 7:09,"37.7833,-122.4167",8 passengers,0,0
1234569096,Infrastructure data,10/26/2023 2:27,"37.7833,-122.4167",Bridge closure due to construction,0.8,1
1234569097,GPS data,10/26/2023 6:55,"37.7833,-122.4167",Bridge closure due to construction,0.3,0
1234569098,Sensor data,10/26/2023 7:06,"37.7833,-122.4167",125 passengers,0.4,0
1234569099,GPS data,10/26/2023 1:41,"37.7833,-122.4167",Black car running red light,0.8,1
1234569100,Infrastructure data,10/26/2023 6:58,"37.7833,-122.4167",Bridge closure due to construction,0.6,1
1234569101,GPS data,10/26/2023 0:33,"37.7833,-122.4167",Bridge closure due to construction,0.1,0
1234569102,Sensor data,10/26/2023 15:35,"37.7833,-122.4167",76 mph,0.7,1
1234569103,GPS data,10/26/2023 10:11,"37.7833,-122.4167",Bridge closure due to construction,0.6,1
1234569104,Sensor data,10/26/2023 14:58,"37.7833,-122.4167",6 mph,0.5,1
1234569105,GPS data,10/26/2023 18:26,"37.7833,-122.4167",66 mph,0.9,1
1234569106,Sensor data,10/26/2023 21:56,"37.7833,-122.4167",Black car running red light,0.7,1
1234569107,Infrastructure data,10/26/2023 21:41,"37.7833,-122.4167",Bridge closure due to construction,0.4,0
1234569108,Sensor data,10/26/2023 0:50,"37.7833,-122.4167",43 mph,0.3,0
1234569109,Traffic camera data,10/26/2023 13:26,"37.7833,-122.4167",44 mph,0.5,1
1234569110,Sensor data,10/26/2023 7:32,"37.7833,-122.4167",21 passengers,0.3,0
1234569111,Sensor data,10/26/2023 11:32,"37.7833,-122.4167",Black car running red light,0,0
1234569112,Sensor data,10/26/2023 22:50,"37.7833,-122.4167",50 passengers,0.8,1
1234569113,Sensor data,10/26/2023 2:48,"37.7833,-122.4167",Black car running red light,0.9,1
1234569114,GPS data,10/26/2023 9:35,"37.7833,-122.4167",Black car running red light,0.6,1
1234569115,GPS data,10/26/2023 13:18,"37.7833,-122.4167",Bridge closure due to construction,0.5,1
1234569116,Sensor data,10/26/2023 2:48,"37.7833,-122.4167",Bridge closure due to construction,0.4,0
1234569117,GPS data,10/26/2023 20:21,"37.7833,-122.4167",34 mph,0.2,0
1234569118,GPS data,10/26/2023 10:27,"37.7833,-122.4167",Black car running red light,0.9,1
1234569119,Infrastructure data,10/26/2023 23:33,"37.7833,-122.4167",2 mph,0.6,1
1234569120,Infrastructure data,10/26/2023 3:32,"37.7833,-122.4167",Bridge closure due to construction,0.7,1
1234569121,Infrastructure data,10/26/2023 3:32,"37.7833,-122.4167",Black car running red light,0,0
1234569122,GPS data,10/26/2023 14:32,"37.7833,-122.4167",Black car running red light,0.7,1
1234569123,Sensor data,10/26/2023 7:19,"37.7833,-122.4167",31 mph,0.7,1
1234569124,Traffic camera data,10/26/2023 8:03,"37.7833,-122.4167",42 mph,0.5,1
1234569125,Traffic camera data,10/26/2023 11:13,"37.7833,-122.4167",Black car running red light,0.9,1
1234569126,Traffic camera data,10/26/2023 16:57,"37.7833,-122.4167",Black car running red light,0.4,0
1234569127,Sensor data,10/26/2023 21:22,"37.7833,-122.4167",25 mph,0.3,0
1234569128,Infrastructure data,10/26/2023 10:07,"37.7833,-122.4167",69 mph,0.3,0
1234569129,Traffic camera data,10/26/2023 2:03,"37.7833,-122.4167",Bridge closure due to construction,0.5,1
1234569130,Traffic camera data,10/26/2023 15:16,"37.7833,-122.4167",28 passengers,0.2,0
1234569131,Sensor data,10/26/2023 15:17,"37.7833,-122.4167",Bridge closure due to construction,1,1
1234569132,Sensor data,10/26/2023 13:45,"37.7833,-122.4167",Black car running red light,0.5,1
1234569133,Sensor data,10/26/2023 10:52,"37.7833,-122.4167",32 mph,0.5,1
1234569134,Sensor data,10/26/2023 21:34,"37.7833,-122.4167",Bridge closure due to construction,0.7,1
1234569135,Traffic camera data,10/26/2023 13:56,"37.7833,-122.4167",75 mph,0.2,0
1234569136,Traffic camera data,10/26/2023 17:10,"37.7833,-122.4167",Black car running red light,0,0
1234569137,Infrastructure data,10/26/2023 5:25,"37.7833,-122.4167",4 passengers,0.7,1
1234569138,Sensor data,10/26/2023 6:20,"37.7833,-122.4167",74 mph,0.2,0
1234569139,GPS data,10/26/2023 12:18,"37.7833,-122.4167",130 passengers,1,1
1234569140,GPS data,10/26/2023 12:45,"37.7833,-122.4167",57 mph,0.9,1
1234569141,Traffic camera data,10/26/2023 20:44,"37.7833,-122.4167",150 passengers,0.1,0
1234569142,Infrastructure data,10/26/2023 8:21,"37.7833,-122.4167",74 passengers,0.3,0
1234569143,Infrastructure data,10/26/2023 23:59,"37.7833,-122.4167",Black car running red light,0.2,0
1234569144,Sensor data,10/26/2023 22:59,"37.7833,-122.4167",33 passengers,0.3,0
1234569145,Sensor data,10/26/2023 16:39,"37.7833,-122.4167",98 mph,0.3,0
1234569146,Sensor data,10/26/2023 2:43,"37.7833,-122.4167",Bridge closure due to construction,0.4,0
1234569147,GPS data,10/26/2023 18:27,"37.7833,-122.4167",95 passengers,0.7,1
1234569148,GPS data,10/26/2023 9:31,"37.7833,-122.4167",41 passengers,0.2,0
1234569149,Infrastructure data,10/26/2023 4:58,"37.7833,-122.4167",Bridge closure due to construction,0.6,1
1234569150,Sensor data,10/26/2023 6:46,"37.7833,-122.4167",Black car running red light,0.6,1
1234569151,GPS data,10/26/2023 1:41,"37.7833,-122.4167",62 mph,0.8,1
1234569152,GPS data,10/26/2023 10:02,"37.7833,-122.4167",Bridge closure due to construction,0.3,0
1234569153,Infrastructure data,10/26/2023 19:02,"37.7833,-122.4167",195 passengers,0.4,0
1234569154,GPS data,10/26/2023 6:41,"37.7833,-122.4167",167 passengers,0.7,1
1234569155,Sensor data,10/26/2023 0:47,"37.7833,-122.4167",Bridge closure due to construction,0.6,1
1234569156,GPS data,10/26/2023 18:33,"37.7833,-122.4167",24 mph,0.4,0
1234569157,Infrastructure data,10/26/2023 11:26,"37.7833,-122.4167",90 passengers,0.8,1
1234569158,Infrastructure data,10/26/2023 15:48,"37.7833,-122.4167",Bridge closure due to construction,0,0
1234569159,Traffic camera data,10/26/2023 21:06,"37.7833,-122.4167",25 mph,0.8,1
1234569160,Sensor data,10/26/2023 16:42,"37.7833,-122.4167",123 passengers,0.6,1
1234569161,Infrastructure data,10/26/2023 3:05,"37.7833,-122.4167",Bridge closure due to construction,0.4,0
1234569162,GPS data,10/26/2023 18:04,"37.7833,-122.4167",68 mph,0.5,1
1234569163,Infrastructure data,10/26/2023 11:40,"37.7833,-122.4167",Black car running red light,0.8,1
1234569164,GPS data,10/26/2023 3:24,"37.7833,-122.4167",70 mph,0.8,1
1234569165,Traffic camera data,10/26/2023 23:50,"37.7833,-122.4167",73 mph,0.7,1
1234569166,Sensor data,10/26/2023 8:59,"37.7833,-122.4167",Bridge closure due to construction,0,0
1234569167,Sensor data,10/26/2023 1:34,"37.7833,-122.4167",55 passengers,0.7,1
1234569168,Infrastructure data,10/26/2023 16:23,"37.7833,-122.4167",Bridge closure due to construction,0.2,0
1234569169,GPS data,10/26/2023 22:07,"37.7833,-122.4167",58 mph,0.6,1
1234569170,Traffic camera data,10/26/2023 13:19,"37.7833,-122.4167",91 mph,0.5,1
1234569171,Traffic camera data,10/26/2023 12:23,"37.7833,-122.4167",54 mph,0.7,1
1234569172,Infrastructure data,10/26/2023 16:46,"37.7833,-122.4167",Bridge closure due to construction,0.5,1
1234569173,Sensor data,10/26/2023 9:56,"37.7833,-122.4167",Black car running red light,0.7,1
1234569174,Sensor data,10/26/2023 8:27,"37.7833,-122.4167",25 mph,0.7,1
1234569175,Infrastructure data,10/26/2023 11:23,"37.7833,-122.4167",Bridge closure due to construction,0.3,0
1234569176,GPS data,10/26/2023 15:36,"37.7833,-122.4167",80 mph,0.8,1
1234569177,Traffic camera data,10/26/2023 3:25,"37.7833,-122.4167",Bridge closure due to construction,0.1,0
1234569178,Traffic camera data,10/26/2023 22:02,"37.7833,-122.4167",Black car running red light,0.3,0
1234569179,Infrastructure data,10/26/2023 8:44,"37.7833,-122.4167",Bridge closure due to construction,0.4,0
1234569180,Sensor data,10/26/2023 22:44,"37.7833,-122.4167",Black car running red light,0.1,0
1234569181,Traffic camera data,10/26/2023 20:14,"37.7833,-122.4167",93 mph,0.5,1
1234569182,Sensor data,10/26/2023 8:53,"37.7833,-122.4167",Black car running red light,0.8,1
1234569183,Sensor data,10/26/2023 19:52,"37.7833,-122.4167",Black car running red light,0,0
1234569184,Infrastructure data,10/26/2023 1:12,"37.7833,-122.4167",Bridge closure due to construction,0.9,1
1234569185,Infrastructure data,10/26/2023 21:21,"37.7833,-122.4167",Black car running red light,0.4,0
1234569186,GPS data,10/26/2023 7:23,"37.7833,-122.4167",Bridge closure due to construction,0.2,0
1234569187,Infrastructure data,10/26/2023 6:49,"37.7833,-122.4167",143 passengers,0.5,1
